Message,Being
"Thanks for adding me!😀 I always leaned to the left I thought they cared more about people and the right only cared about the rich & famous, wrong! I’ve come to the conclusion it’s been smoke and mirrors, the only thing that liberals care about is ""POWER"" & ""GREED"" anyway they can get it. Nothing ever truly changes when they are in control. I did NOT support Obama & his presidency was a mistake. There was just something about him that did NOT ring true. I realized what a mistake it was for America. He help create the radical left and brought racism back to an all time high. The BLM is exploiting a criminal’s death for their own agenda, lead by Soros, socialist liberals & the ignorant ultimately making things worse, we had no protests, we had anarchy, we had the BAD people looting, burning their own communities while the liberal politicians did NOTHING TO HELP their communities. BLM is funneling money to Democrats. Every 4 years the Dems become more evil & if the democratic voters don't wake up America & our freedoms as we know them will be gone! I'm tired of working my whole life & doing everything right while the poorly raised & the ignorant stand with their hands out for more & more ""FREE STUFF"". If there are no consequences for the bad or no accountability for the people holding us hostages in our own country we are doomed. I'm tired of the hate, ignorance & the word RACIST! I don’t agree with everything Trump says & does cuz he's not a politician, one of the reasons I voted for him, but he was definitely the right man for the job as President #walkingaway #trump2020 #saveamerica #stopsocialism",0
I am with #WalkAway. I always thought that when it came to politics if you voted Democrat it was to support the lower and middle class of society and only wealthy people voted Republican. My father who is a history nut told me that I have to figure out who my viewpoint aligns with more as a party and vote accordingly. I had never voted before and was living in South Carolina at the time when Barack Obama was running for his first term. I was so excited because of how far we have come I. This country with racism. I voted for Barack Obama the first time because I was ill informed. When his second term came up I had done all of my research and found out that the Democratic Party was a party of racism and then I could not understand why Obama identified with that party. (To be honest I am still a little confused about that one). I did not vote for Obama the 2nd time and have never voted Democrat since. Obama’s era made me research on my own and opened my eyes to what the true motivation of the Democrats are and then I felt sick that I ever said I identified with them. Now fast forward to today it is amazing to see that President Trump is doing so well in the face of so much adversity. The left have lost the ability to keep their true motives hidden any longer. Even the human trafficking and child molest concerns are not even mentioned on the left. It sickens me to think that so many of our country vote and believe in the ideologies of the Democratic Party. We need to come together not by the color of our skin but the love of our country. I thank you for accepting me into this group because I am starting to be an angry person when all I see and hear is lies and deceit from the left. Our country is the most important thing at the end of the day and we must fight to save it!,0
Walked away and never looked back in 1997. #WALKAWAY2020,NA
"This is my #WalkAway story, bear with me, it has been a long journey. On my 18th birthday I registered to vote, and registered as a Democrat. I come from a family of inter-generational Democrats. We were Roosevelt and Kennedy Democrats ever since my Irish and German family came to America. I was a social justice warrior before the term had been coined. All my heroes were Leftists, and I thought the Left had a monopoly on virtue. I got involved in social work and anti-gang intervention programs in the inner city; always keen to manifest into action the ideals I espoused. I believed wholeheartedly in the victimhood narratives; society was to blame, and more specifically, the rich – which meant Republicans. In my early 20s I converted to Islam, and I took all those sociopolitical concepts with me; it wasn’t long before I became radicalized. All the typical Leftist indictments against America morphed into religious condemnations. I was never involved in any anti-American groups, but I held extremist views. I moved to the UAE in the early 2000s, and precipitated a confrontation with a German man whose behaviour I deemed immoral, things escalated, and the man tragically died as a result of my actions. I was arrested, convicted, and sentenced to death. It took this horrific chain of events, this descent into, really, the madness of radicalization, to finally jar my mind out of the indoctrination. For the next 7 years, I read everything I could get my hands on in prison, not only about politics, history, and economics, but about Islam and the way extremists warp the teachings of the religion. When I was eventually released, after it was established that the man’s death was not intentional, I moved to Turkey and actively wrote in support of democracy and against violent extremism. My writing focused on nonviolent strategies for the people in Egypt to resist the military coup in that country, because I saw how easily activists could be swayed by jihadi rhetoric and the whole nation could be plunged into a Syria-like civil war. Despite this, I was portrayed in the media as someone who incited violence – never mind that I received death threats from ISIS and was condemned by the Muslim Brotherhood. I started to see strong correlations between the extremism among Muslims and radical Leftists. The intolerance, the stridency, the echo chamber quality of discourse, and the destructive Utopian delusions that make the demolition of society as we know it the prerequisite to establishing their Ideal State; extremist Islamists and “woke” activists share all of these pathologies. Still, when Donald Trump was elected President of the United States, I was crushed. I despised Hillary Clinton, but I loathed Trump even more. Nevertheless, I vowed to remain objective. Over the past 4 years, I have watched the Left nurture a mania against this man that is truly psychotic, while he has implemented policies that are inarguably beneficial to the country. He has shown us all the power of the presidency. He has been decisive, he has been proactive, he has genuinely put America first, and he is the first president in my lifetime who I feel sincerely loves the United States and the American people. After decades of, first, Left-wing propaganda, and then radical Islamism, President Trump has restored my patriotism and hope for my country. As I watch Black Lives Matter, Antifa, and the “woke” movement terrorize America’s cities, I know very well where this will lead, and the Liberals simply do not care. As someone who has followed these kinds of ideologies to their terrible conclusions, I can say unequivocally that they hate the United States, and quite literally, our president is the only thing standing in their way. We all have to stand with him.",0
"I was a Dem for my sister’s political campaign. Plain and simple, I LOVE our President! And I profess to be 100% conservative Republican.",NA
"Many years ago I walked away. Back in high school I would say I was a dumbass libtard thinking the world owed me something and I knew everything. Joining the military after graduation and witnessing how the Clintons (especially Killary) treat vets and military personnel I walked to red quickly. After education myself on demoncrat history, it made me sick . That party loves America and hates Americans. I just don’t see how anyone with a brain cell could support that party. Republicans do need to grow a spin and stomp out the evil in the Democratic Party. Red will be my party for the rest of my life , after I die please make sure I don’t vote democrat.",0
Thanks for allowing me to join the group Changed to Republican thanks to President Trump #Trump2020 Keep America Great,NA
"I was a Democrat because my parents were. I then became an Independent somewhere along the way because I've always been fairly open minded. I like to hear both sides. Like the saying goes ""His, hers and then the truth"". I just switched to Republican so I could vote in the primary. I love our country and I'm terrified of what it would become if we don't vote red. God bless America!🇺🇸",0
I’m a life long conservative and raising my kids to think for themselves and do their own research. This kid loves to stir the pot wearing political tshirts to school and explaining to other kids what they mean. We love reading your brave stories and you all give us hope for the future of this country. We see you and #walkwith you #Trump2020,1
I walked away this year. I'm not your typical conservative I'm wiccan I'm part of the LGBTQ community. Yet when I started walking away I was told I had white privilege I was a racist a bigot. This came from the same party I defended for 24 years. I'm 42 now. I believe in all live matters in backing the blue. Oh well it's a shame so many of the leftist are blinded by ignorance and hate in their hearts. I will not be a victim never have been never will be.,0
My Husband and I were both raised as Democrats. We were told that only rich people could be Republicans. We both walked away from the Democrat Party last month because we saw just how rotten that party has become. We are now Republicans for life and will never vote Democrat again. We will be so proud to vote for President Trump in November. He is a great President and an awesom Human Being..,0
"In the spring of 1977, I was getting ready to graduate high school and I had just turned 18. I had been asked to work at our town polling station which was city hall. While working at the polls that Election Day I registered as a Republican in a town where only 5 people were Republicans. When I came home, I told my parents and grandparents that I had NOT registered as a Democrat. I wish I had a video to show the reaction they had to that decision. I was promptly asked what I had done and why. My reply was simply that I could not in good conscience align myself with the platform of the Democrat party and be a Christian at the same time. Abortion was the deciding factor in becoming a Republican. My family always voted Republican for President, never once for the Democrat but as a Republican in the Florida Panhandle in 1977 there were no candidates for office until the general election. For me it was the time to decide where I stood. I have never regretted that decision but I believe a lot of people just do as their parents have done but we all are individuals and we have a mind of our own, educated or not. I could not then and I cannot now reconcile Christianity with the Democrat Party. For me it was as simple as that.",1
"This campaign gives me such hope! Reading your stories has filled my heart with joy and continues to validate my belief that America will survive this attack from within. I was raised in a VERY liberal, atheist household. I was taught to believe that Republicans are evil people who only care about money and not about people. Democrats are the tolerant and loving ones who care about the plights of humanity. Ha! I married a conservative man, but we never talked about politics. Ever. I voted for Gore and mocked Bush’s lack of finesse and went along with media criticism. Until 9/11...that event, watching President Bush in his calm demeanor, comforting our nation, sparked something inside me. I started asking my husband questions. What do republicans really believe in? He’s a lawyer and answered with facts. I realized in that moment that I align more as a conservative. I made a decision that I would vote for a Bush in his 2nd election. When my father found out, he was furious. He practically disowned me, telling me I represent all that is bad. It got ugly. I was devastated. But I stayed true to my beliefs. We had many years of discourse between us. After trying as forcefully as he could, for nearly 20 years, to convince me I am wrong and persuade me back to the Democratic Party, he has stopped. He realizes that nothing he says will change my views. It’s interesting, in all these years, I never tried to CHANGE his views. I just had hoped he would accept mine! I have witnessed the education system beat down on my son for defending Trump and I have spoken up. A young man on this site recounted that Hitler spoke of controlling the minds of the youth, thus controlling the future. It’s frightening. I have been a proud Republican for 20 years! I love all people and I don’t care what your skin looks like. I support anyone’s life...period. I want to spread as much love and light and unity as possible. I believe in law enforcement and I believe in mutual respect. I walked away from the media 3 years ago. Best decision I ever made! Sending you all love and light!!! Trump 2020!!!🇺🇸🇺🇸",0
"people think all us Mexicans cant think on our own , that we need democrats or if we vote conservative we are racist or uncle toms . well this Hispanic is voting to save our country and believes in the rule of law and is voting trump . I was a platoon sgt in Iraq in a infantry company with all nationalities white, black Hispanics and Asian we all bleed one color. I did 3 tours in 25 years of service and loves my country and i don't like how they wanna steal a election.",NA
Born and raised democrat. Mom was into the party. As kids we would walk the neighborhood and knock on the doors for candidates or issues. Now all is see is hate and corruption. We THE PEOPLE have let our leaders go to long without restrain. We have let them have their way with out our say. The Democratic party is now the Democratic Socialism party. How that happened I don't know. But we must take back our country. Right now I don't know if that's going to be possible without force. I just hope that the pen is mightier then the sword.,0
"I was an independent but still voted for Trump in 2016, but recently changed my status to republican so I could vote in the primaries. I will vote republican straight down the line in Nov. These dems have totally lost there minds and are destroying our country just for the soul purpose of getting votes. It scares me that a group would go so far in malice with no consideration to what they are doing to the citizens of this great country. I often wonder if they think we have no idea of what they are doing or just don't care if we know. I guess alls I can say is God bless Trump for working as hard as he does and deals with all the grief thrown his way from the Dems. Every thing he does , he does For our country and its great peaple and the Dems just turn it and twist it to make him look bad. It takes one special man to tolorate what he puts up with. God bless you Trump and all you are doing for us.",1
"Thank you for the add. It is reassuring to know there are so many of us. My story is not as dramatic as some. It's simple, I was never one to vote party so it never mattered to me what label I used until the Kavanaugh confirmation hearing. I felt that the man was on trial not up for confirmation. You are all aware of what went on I don't need to rehash it. There are too many things to list, they continue every day. Bottom line I could not continue to be a part of, even if in name only, a part of these injustices. It only got worse after that. My reckoning came when I was asked if I wanted to change parties when I renewed my license. I blurted out yes and officially changed parties. It was my very personal protest to show just how disconnected I was from the Dems. Thank you for letting me share and letting me know we are not alone. Let's make America Great Again... Trump 2020 🇺🇸❤🇺🇸❤🇺🇸",1
"I've been in this group for some time now but have never told my story. I've been voting Democrat all my life (I'm 75) just because my parents did. I know not a good reason. In 2016 I went to see the movie Hillery's America. That movie opened my eyes to what the Democrat party stands for. I know it was just a movie but it contained a lot of history. History that unvailed things about the Democrat party that I never knew. I voted for Obama twice because I thought he would try to heal the divide in this country, inregards to race relations. Not only did he not try he made matters worse. The thought of waking up to Hillery every morning did not appeal to me, so I picked the lesser of 2 evils and voted for Trump. I'll be voting for Trump in 2020 and all other Republicans in order to take back the House and keep the Senate.",0
"My story... I was raised by two, very liberal parents that were your classic 1960'/70's youth at the time. I was raised to be free in my thinking, arts, what I wore, how I talked and was hardly punished if I did anything wrong. On the other side of our home lived my grandparents who were God fearing, work hard, obey the rules type of people. I was living with two polar opposites of adults in my home, so I saw a lot of different types of character. Naturally I followed in the footsteps of my parents and thought as a Democrat for years, and I don't know if the word liberal was around back when I was a teenager and in my early twenties but you could also count me as that too. But I came to Christ (totally different story), had children, and I grew up. For awhile I was on state assistance and I saw how abused the system was and is and I was appalled watching people like the caseworkers even allow the system to be abused. I used it when I NEEDED it and got off as soon as I could! I started voting Republican I started thinking conservative about 12 years ago if not longer and telling people how the system is abused. My family didn't believe me! I freaking lived it and that thought I was lying! Then as the years went by I had family members laugh at me, make fun of me and in the long run, I now don't even speak to them along with my own father. In his own words, ""what the hell happened to you, I thought I raised you better than this""... All because I vote for Trump. Well I'm here to tell you, I'll vote for him again in November!",0
"I don't have that much of a story to share but thought I would put in my two cents worth. I was raised in a Democrat family and just kind of thought that made me one too. I never really paid much attention to politics that much although I did vote, but didn't really put much thought or research into it. Then Obama was running for President and for the first time I knew I would not vote for him; nor did I the second time he ran. I was so disappointed he got elected twice but didn't act like the Democrats are now about having Donald Trump as our President. I just accepted it and hoped for the best. When Donald Trump started campaigning for the first time I felt we had someone who was for the people, not a career politician, was not worried about being politically correct, was a good businessman, and loved our country and wanted to best for it. I have never looked back. I admit I told maybe one other person I was voting for him; the stigma was just so bad. Once he really was elected I started to speak out that I voted for him and was no longer ashamed of it. I have been unfriended by family and friends on FB because I am for our President. I still have an older sister in her late 80's who hates our President so bad. We try not to talk about it, but one day she admitted she guessed she was a Democrat because Daddy was; our father passed away in 1984! I told her these Democrats are not what our father would have voted for it is a totally different party now!",1
"There are so many of us! I have always been kind of an a-political, Independent hippie wanting the government out of my life as much as possible, and agreeing with policies on both sides of the divide. The majority of my family are service members and American Pride is a way of life for us. I love it here! There is no where else that I would rather be! This group resonates with me. I voted for many Democrat’s along the way, I even changed my party from Independent to Democrat before Obama. When Trump came into the picture, I was super annoyed with his egotistical personality, and his communication skills leave something to be desired. I voted for Bill Clinton and for Obama, but I damn sure wasn’t voting for Hillary because she is a slimy girl... secretive, deceitful, cold, calculating, and manipulative. She is the epitomy of everything that’s wrong in our government. So, I was in an awful position in 2016.... I hated them both! Friends kept talking to me about his policies and ideas, and his love of this country. I was at a point where I thought we needed to clean up the corruption in DC, what did we have to lose, a bunch of slimy politicians￼￼? Sending in a businessman molotov cocktail to shake things up and clean out the trash seemed like the best option... and I am happy with my choice. I would much rather have a man who speaks the raw truth, even if it hurts some people’s feelings, than one who manipulates people into believing the lies coming out of their mouth every time they speak. Finally someone who puts America first! I walked away from my Father’s generation of Democrats. That party has changed from helping people to making them dependent on handouts. Instead of helping them up... they are holding them back. If you give your children everything they could ever want... there is no incentive for them to get up and go get what they need. It cripples them! It’s a cycle of entitlement that I did not give my children, and if you know my kids... you can see first hand what drive, ambition, personal responsibility, and accountability really is. Life is about integrity... that is non-negotiable. I, for one, will not be held back. I am not oppressed, and the only privilege I have is being an American, and I’m proud of it. I owe no one for my life, except the men and women who serve to protect it. The only person that I can thank for getting me where I am today, is myself. That’s what pride is all about. My life has changed a lot since 2016... and thanks to him, I am even more independent than I have always been. It starts in the mind... ✌️❤️🇺🇸 #FreeYourself #PeaceLoveAmerica #FreedomReigns #RealHippiesLoveAmerica #SocialismSucks #CommunismKillsCountries",1
I am glad I found this group. I am a retired AF and Civil Servant. Most of my Adult Life I believed that the Democratic Party served the interest of our country and especially Blacks and other minorities. I still believed this myth until Obama. I even voted for him his first term against the advice of my younger brother. After watching his sly contempt for White People and disregard for our military I changed my mind. I truly believe he was the beginning of a sly attempt to unravel all that we have built in this country. We are not perfect but we have strived and improved. I am 73 years old and I have been around through some dramatic changes in this country and I am deeply disappointed that a group of people who have done nothing would attempt to toppled all that I spent most of my years building. I voted for President Trump in 2016 and I will be voting for him in 2020.,0
"Hey guys, I’ve been a Tea Party Conservative my entire life. I’m a #walkwith brother. Recently I’ve been discouraged seeing all the division and animosity among our people, and knowing that we are close to civil war, my heart has sunk for our nation. But, a close friend invited me to this page a couple days ago, and already my spirits are lifted! Thank you so much for letting me in on this group! If anyone here new to the conservative/right wing/ Republican thing has a lot of questions about all what conservatives stand for, feel free to DM me and I’ll happily fill you in 😁😁",NA
"Hi all you beautiful people!! I’ve been in this group for about a week. Your stories are such a breath of fresh air for me! Thank you all for sharing seeing through the BS!! I am not walking away from anything. I have always been a republican. My dad is a WW2 Vet US Airforce Colonel retired. My late brother was in the Army was an aircraft Mechanic. My other brother was Airforce bulldozer driver and my oldest brother was a medic in 3 wars and he is a Doctor Air Force retired. Still runs a VA clinic. Uncles cousins all fought for the freedoms we have in this beautiful country. I’m disgusted by the people that spread hate across our country. The sadness I felt has turned bitter. I’m totally disgusted and cannot even allow myself to get into an argument with such ignorance and hate any longer. They don’t listen and they find reason to attack you for anything! I am the administrator of a town group and i have about 4000 members. Once the young people started posting about BLM and changing the world from racism my group changed overnight. After a couple of weeks of allowing it ( i try to be fair and balanced) i stopped it and then the conservatives started posting things. So all these people that cannot post anymore BLM and change the world crap complain and find fault and message me etc. accusing me of only allowing what i agree with and being biased. I allow politics on Thursday’s only now but the liberals are brutal and hurtful and hateful. I had to actually make an announcement that you have the right to disagree with the President but you will not swear at his name or post hateful memes about him. I delete them one by one because they cannot stop once they start attacking. I have in my rules, If you cannot prove your point while being respectful you will be removed. Now these people point me out and say things like oh we know who you support now. We know your biased and won’t let anything stay up that’s not a conservative view! You hate democrats! Blah blah. I don’t hate anyone. I hate what they’ve done to our country and our young minds!! So i came to this group because i raised my daughter and she’s always been like me, I didn’t make her a conservative, she just is! She’s in college and she keeps quiet because well you know how colleges are very liberal. I want to hear your stories. I am very proud of my family and all the men and women that fought for our country and the people that continue to fight to keep our country up and running! How can they turn a blind eye to all the crime and violence all the destruction and looting. When will it ever end? Our great president sends help to save our cities and he’s accused of making it worse!! That’s just another ridiculous claim by the hate party! Everything that President Trump says or does is attacked only because they lost and they hate him for it! Biden is not fit to feed himself let alone run a country he helped ruin with Obama. Please keep what you’re doing and save our country By voting for president Trump! His work is not done here! Drain that friggen swamp!! Thank you! ❤️",NA
I really cannot help but like/love all these post. I love sitting in my quiet corner reading post after post of you guys stories! Some of them bring me to tears and others make me proud! One thing for sure they all give me hope! Hope for a different outcome...hope for a fighting chance... hope for a better tomorrow! Thank you to each and every one of you for the hope you give me!! #NovemberCantComeSoonEnough #VoteRed2020,NA
"Hello, I walked away from being a Democrat in July 2016 after Hillary won the Democrat Primary. Benghazi was the line for me. I am now an Unaffiliated voter (independent). I have always voted for who I thought was best for the position. I registered as a Democrat in my twenties only because the county Im in leaned that way and I followed not really being in politics much then. (I am 50 now). In reality I’ve always been conservative and over the past 4 years I’ve realized how right I really lean. I’m a God loving, USA loving, all people loving, hard working country girl. I don’t agree with every choice of words or tone Trump uses but one thing is certain......Trump loves America as much as he loves himself and I’ll take that!!! He wants this country and all its people to be successful, free and happy!! He wants law and order to protect us. I support our military and police 125%. I do not support the bad apples, and every organization has them. What I despise is name calling, belittling people, twisted facts, and not allowing people to have opinions. There is so much evil in this world and the evil will do anything to win......... I’m not a conspiracy theorists but I’m not blind either. Our country had moved so far and now it’s being divided by evil using the past. There is always room to improve but living in the past, allowing the past to keep you down, playing the blame game, feeling entitled is only excuses to be nothing and never improve. I love reading everyone’s stories, it has been such inspiration and a positive for me. This is unity.....this is love.....this is making our country great together! All people, all walks of life....no judgement. We together have got to get out and vote, get others to vote. Be a strong voice with compassion, love, empathy and zero hate! No name calling, no violence. Even when we want to explode, let’s be bigger together. And most of all...pray pray pray!",1
"Hi #walkaway family!! I joined this group around the time it first started. Thank you Brandon Straka for having the courage to start this group!! My story: I'm a loud and proud Conservative that's finally come out of the closet! Ha!!😁🇺🇸 I was raised a liberal Dem so I followed along voting Democrat in every election believing without question what I was told -- that all Republicans were wealthy people that didn't care about the working poor. Throughout the years I did start questioning my political beliefs and began listening to both sides all the while becoming even more confused not knowing what to believe. I was Hillary supporter and convinced I'd vote for her but then it became personal for me. A drunk driver (repeat felon) ran a red light plowing into my suv nearly killing me and forever changing my life. I was a very active person that walked our rescue dogs 2 hrs. daily and after the wreck standing/walking is excruciatingly painful. 2 mos.hosp stay, multiple pelvic breaks, perm. nerve damage in my leg/foot, etc.. The driver had no ins., no job and had been released from jail the same day he hit me and after hitting me he ran from the scene. The detective working the case said the lib judge had refused to issue a bench warrant but after multiple attempts he finally changed his mind. In Nov. 2016 I voted for Donald Trump and never looked back. I won't support criminal coddlers and that's exactly what Democrats are - dangerous and destructive for you, me and everyone else. Thanks for reading.🥰🇺🇸👏‼ #Trump2020",0
I am a 64 year old White Male Born and raised in Philadelphia. Moved to Harleysville Pa. 20 years ago cause the neighborhood was not where I could no longer raise my family. Voted Democrat for 42 years till after seeing the Democratic party be taken over by the Progressive Liberal Socialist. Trump was not my choice from President but I could never vote for Hillary Clinton. So after the election I finally #WALKEWAY and CHANGED my registration to Republican. I know the party isn't perfect but it's far better than what's going on by the Radical Leftist Movement. God Bless America Protect us from Evil...,0
"Hello everyone! My name is William and I am a 26 year old, gay, Independent. A few short years ago I would have described myself as a liberal. I identify with the,”outsider,” and the weirdo and I viewed conservatism as a champion for conformity and values I simply didn’t agree with. One of my greatest aspirations is to be a novelist, I love words and I love their ability to stir feelings and provoke introspection. I wanted to be able to do that for people as it had been done for me countless times since I was a child. While living in California I attended a community college while I worked a full time job and while there I pursued English and writing as my major. I loved the diverse environment that my college provided and most people were open to new ways of looking at things, provided that it fit a specific mold. I noted this through out my time there, but never saw it as an issue because I too was a liberal and if thats what people were feeling then certainly they were on to something, especially since I was in academia. I learned about racism, colonialism, the general unfairness people of color faced and I empathized, as I happen to be a gay man to boot! Sometimes I would be told,” This is something you won’t understand, your whiteness will stop you from understanding this.” When I would hear this I felt distraught, not because I agreed, but because my empathy wasn’t welcome, nor was my input in an environment where I was convinced all opinions were welcome. Now, i’ll admit here that there are things I won’t understand. Some of the pain people feel will be foreign to me and thats ok, as long as I’m self-aware of my own ignorance then I can work towards a deeper understanding of the human condition. I even shelved these moments as, “things I simply do not understand and might some day if I relinquish my privilege,” and I was totally on board with deconstructing this bubble I, apparently, lived in. But, one day, when I was in a creative writing class, I was given an assignment to write a short story to be peer reviewed by a small group of students. I was so excited to do this because it was something I loved, something that sustained me and it is something I think about constantly, even now. I racked my brain for something worth writing about, in twenty pages or less. I love history, I love people over coming terrible odds or even trying to survive hopeless situations, these stories inspire me. California was host to Asian internment camps back in the 40’s and it was jarring to me that once upon a time such a thing existed in the town I lived in (Fresno, CA). So, also being a huge admirer of Akira Kurosawa and Japanese culture as a whole, I decided to try to get into the minds of a small family of immigrants who were being threatened with the camps. They had to make a decision of if they would stay and ride out the treatment by the camps or return to Japan. It was a family of three generations. An elderly patriarch, who was pro-Hirohito, his son who was trying to be seen as American, his wife who was trying to be a dutiful wife/mother and their son who has never seen Japan and only knows America and American life. I wrote non-stop for days, did hours of research, rewrote it several times trying to add those dramatic aspects that I had seen in Kurosawa films and then when it was due I excitedly submitted it to the small panel of students including my Chicano professor. The panel of students absolutely loved it, including the one person on the panel who happened to be half-latino/half-japanese. He told me his grandparents acted some of the ways the patriarch acted in my story and he was convinced that who wrote it was Japanese. I was so happy to get this kind of feed back because it told me that I had done my job as a writer. I was able to create the fantasy and make it believable. However, when it came to my professor he didn’t note on ANYTHING other than one detail. I wasn’t Japanese and I wrote about Japanese characters. Nothing about the story flow, nothing about the syntax, not a criticism of any kind about my use of adjectives. Just, simply, I was white and I was writing about something I couldn’t fathom on the basis of my skin color. My liberal sensibilities told me to let it go and accept the fact that there was simply some things I would not understand. But, my sensibilities as a writer were enraged. Why did it matter if I wasn’t Japanese, I could clearly understand the fear, uncertainty, and hopelessness of a situation that seemed out of their control. Wasn’t that a part of the human condition, being faced with insurmountable odds and having to make impossible decisions? Wasn’t that something every human had to face at one point in their life, perhaps not in the same macro sense as this family, but as a working class person, working full time to pay for only the first step in a long career as a student? Clearly not and whats more he wanted me to (truncated)",NA
"I started as a Democrat because my parents were Republicans. I voted for Jimmy Carter 3 times....now you know where I am from. As I matured, I got more involved with the Democrat party.....even ran local campaigns. The killing of babies and the giving my money to people who cross our border illegally while requiring me to pay me more for everything was why I walked away.",0
"My husband and I were Democrats up to this year with all that the democrats have done we are now republican and we are so proud of our President, he is doing a great job and we will vote for him again.",NA
"I grew up republican in a democratic county in in a liberal city. My uncle was a senator in the Republican Party. I was taught at an early age patriotism. My fathers family staunch republicans. My mother’s family catholic Democrats. They did come around when my mother married my father and my uncle was appointed to fill a vacant seat as a representative then later as he was elected senator. I participated in numerous campaigns, was part of the young republicans. When I was growing up and starting to date two things were asked. What is your political affiliation and what is your religion. Political affiliations was before religion. My father had to belong to a union. Just the way the big city I grew up in was. When my parents were invited to President Nixon’s inauguration my father was not given the time off to go. He was not allowed to put a Republican sticker supporting a candidate on his car. Our house was targeted numerous times with vandalizim because our neighbors knew who we were. I was called out in class at school because they knew I was related to a US senator and teachers tried to embarrass me by asking me questions they didn’t think I could answer. I’ve seen the ugly side of the Democratic Party first hand. I’ve watched my father get passed over for promotions because of his last name. I will always stand for freedom and liberty.",1
"I used to be a conservative Democrat. Like, welfare isn’t a career but we can’t let gramma starve. My party took off so far left my head spun. I’m not a republican or Democrat. I am an American with common sense! Trump 2020!",1
"I want to explain something. I #walkedaway last September when I witnessed first hand sitting in the state senate chambers just how beholden every freakin’ Democrat is to the Big Pharma lobby and money. I saw it. I watched the vote go down with thousands protesting inside and outside of our State Capitol. I watched as parents cried, mothers were arrested (and they didn’t burn anything down) I listened to a 23 minute passionate plea from Senator Stone who is a Pharmacist, he suggested that the committee listen to the stories, and was denied. I lost every single ounce of respect I held for a party that is supposed to be about freedom of choice, inclusivity, and bodily autonomy. I watched Senator Richard Pan meet with lobbyists behind closed doors. I saw it. I was there. It was that day that I realized just how corrupt and disgusting it all is. It was that day that changed everything for me personally. So people can say “ I’ve changed” you know what? I have. I absolutely have. I will NEVER support a party that systematically wants to take choice away, unless it’s what suits their definition of choice. I want to make it abundantly clear that I was disgusted. #walkedaway",0
"Thanks for the add! What a great page to see so many like-minded free thinkers! I'm a British expat living overseas in Japan for 21 years. I've been called a racist for marrying outside of my own culture, ignorant for not supporting the likes of Bernie Sanders, Pelosi, Obama etc. Although I'm not an American, I do try to give as much support as possible to Donald J Trump by sharing posts, stories and videos about his journey, in the hopes of bringing more support for his party. I have friends and family in the USA. #Trump2020",NA
"I was NON-political for the first 20 years of my life. I absolutely ABHORED Government class in high school and had no interest whatsoever in how our government functioned or why. I knew nothing about the US Constitution. Joining the National Guard at 17 years old under the ""delayed entry"" program and still in high school infused 'some' patriotism in me. My big political awakening came later when my boss would play Rush Limbaugh on the radio everyday on the job from noon to 3pm. Rush made learning about politics fun. He is very gifted at ""recognizing the truth"". He also taught me how the broken manner in which the liberal mind operates, including in the mainstream ""lying"" news medias. My sole purpose with my testimonial is to advise my much cherished new conservative-convert brothers and sisters is to ""BE CAREFUL WHERE YOU GET YOUR NEWS FROM"". Fox News on cable is starting to veer in a liberal direction, but you still have Sean Hannity, Tucker Carlson, Laura Ingram and maybe a couple others that are still worth listening to. Rush Limbaugh is still on the radio daily from Noon EST to 3pm, usually on AM radio. Most of good conservative news comes from conservative news sites on the web: breitbart.com, dailycaller.com There are many others. The only way to counteract all the lies you've believed in the past is to replace it with the truth. Being careful with your source of news can help achieve this. God bless you all!",NA
Can I just say that I shed tears every day as I read y'alls stories on here. My heart doesn't know whether to break or be joyful and my tears are of empathy and joy. I want to hug each and every one of you. You are all loved and supported.❤ We must not loose OUR COUNTRY. 🇺🇸 We have got to make those who have never voted realize how detrimental this election is and get them registered to vote and vote to keep our country away from socialism. May God bless each and every one of you here and May God Bless America! 🇺🇸❤,NA
